confirmed,death,state,Date
0,0,Alabama,1/22/2020
0,0,Alabama,1/23/2020
0,0,Alabama,1/24/2020
0,0,Alabama,1/25/2020
0,0,Alabama,1/26/2020
0,0,Alabama,1/27/2020
0,0,Alabama,1/28/2020
0,0,Alabama,1/29/2020
0,0,Alabama,1/30/2020
0,0,Alabama,1/31/2020
0,0,Alabama,2/1/2020
0,0,Alabama,2/2/2020
0,0,Alabama,2/3/2020
0,0,Alabama,2/4/2020
0,0,Alabama,2/5/2020
0,0,Alabama,2/6/2020
0,0,Alabama,2/7/2020
0,0,Alabama,2/8/2020
0,0,Alabama,2/9/2020
0,0,Alabama,2/10/2020
0,0,Alabama,2/11/2020
0,0,Alabama,2/12/2020
0,0,Alabama,2/13/2020
0,0,Alabama,2/14/2020
0,0,Alabama,2/15/2020
0,0,Alabama,2/16/2020
0,0,Alabama,2/17/2020
0,0,Alabama,2/18/2020
0,0,Alabama,2/19/2020
0,0,Alabama,2/20/2020
0,0,Alabama,2/21/2020
0,0,Alabama,2/22/2020
0,0,Alabama,2/23/2020
0,0,Alabama,2/24/2020
0,0,Alabama,2/25/2020
0,0,Alabama,2/26/2020
0,0,Alabama,2/27/2020
0,0,Alabama,2/28/2020
0,0,Alabama,2/29/2020
0,0,Alabama,3/1/2020
0,0,Alabama,3/2/2020
0,0,Alabama,3/3/2020
0,0,Alabama,3/4/2020
0,0,Alabama,3/5/2020
0,0,Alabama,3/6/2020
0,0,Alabama,3/7/2020
0,0,Alabama,3/8/2020
0,0,Alabama,3/9/2020
0,0,Alabama,3/10/2020
3,0,Alabama,3/11/2020
4,0,Alabama,3/12/2020
8,0,Alabama,3/13/2020
15,0,Alabama,3/14/2020
28,0,Alabama,3/15/2020
36,0,Alabama,3/16/2020
51,0,Alabama,3/17/2020
61,0,Alabama,3/18/2020
88,0,Alabama,3/19/2020
115,0,Alabama,3/20/2020
149,0,Alabama,3/21/2020
180,0,Alabama,3/22/2020
224,0,Alabama,3/23/2020
298,0,Alabama,3/24/2020
472,1,Alabama,3/25/2020
574,1,Alabama,3/26/2020
684,4,Alabama,3/27/2020
801,4,Alabama,3/28/2020
880,10,Alabama,3/29/2020
1001,10,Alabama,3/30/2020
1063,23,Alabama,3/31/2020
1175,27,Alabama,4/1/2020
1371,32,Alabama,4/2/2020
1606,38,Alabama,4/3/2020
1727,44,Alabama,4/4/2020
1905,45,Alabama,4/5/2020
2079,49,Alabama,4/6/2020
2308,64,Alabama,4/7/2020
2614,66,Alabama,4/8/2020
2954,70,Alabama,4/9/2020
3112,80,Alabama,4/10/2020
3346,92,Alabama,4/11/2020
3667,93,Alabama,4/12/2020
3870,99,Alabama,4/13/2020
4041,114,Alabama,4/14/2020
4307,118,Alabama,4/15/2020
4465,133,Alabama,4/16/2020
4557,148,Alabama,4/17/2020
4788,153,Alabama,4/18/2020
4978,157,Alabama,4/19/2020
5163,163,Alabama,4/20/2020
5404,183,Alabama,4/21/2020
5692,196,Alabama,4/22/2020
5899,202,Alabama,4/23/2020
6092,209,Alabama,4/24/2020
6274,209,Alabama,4/25/2020
6475,219,Alabama,4/26/2020
6621,228,Alabama,4/27/2020
6820,242,Alabama,4/28/2020
6979,256,Alabama,4/29/2020
7187,272,Alabama,4/30/2020
7440,289,Alabama,5/1/2020
7700,288,Alabama,5/2/2020
7977,290,Alabama,5/3/2020
8203,298,Alabama,5/4/2020
8520,315,Alabama,5/5/2020
8769,343,Alabama,5/6/2020
9115,369,Alabama,5/7/2020
9437,383,Alabama,5/8/2020
9720,390,Alabama,5/9/2020
9982,393,Alabama,5/10/2020
10262,403,Alabama,5/11/2020
10566,435,Alabama,5/12/2020
10822,450,Alabama,5/13/2020
11161,473,Alabama,5/14/2020
11494,483,Alabama,5/15/2020
11828,485,Alabama,5/16/2020
12137,488,Alabama,5/17/2020
12438,489,Alabama,5/18/2020
12825,504,Alabama,5/19/2020
13186,522,Alabama,5/20/2020
13590,529,Alabama,5/21/2020
13954,541,Alabama,5/22/2020
14328,549,Alabama,5/23/2020
14676,551,Alabama,5/24/2020
15309,566,Alabama,5/25/2020
15899,580,Alabama,5/26/2020
16263,583,Alabama,5/27/2020
16749,591,Alabama,5/28/2020
17262,610,Alabama,5/29/2020
17689,618,Alabama,5/30/2020
18200,630,Alabama,5/31/2020
18525,646,Alabama,6/1/2020
18734,653,Alabama,6/2/2020
18954,653,Alabama,6/3/2020
19262,653,Alabama,6/4/2020
19910,676,Alabama,6/5/2020
20355,689,Alabama,6/6/2020
20777,692,Alabama,6/7/2020
21268,718,Alabama,6/8/2020
21834,729,Alabama,6/9/2020
22659,744,Alabama,6/10/2020
23370,755,Alabama,6/11/2020
24405,769,Alabama,6/12/2020
25364,773,Alabama,6/13/2020
26182,773,Alabama,6/14/2020
26485,774,Alabama,6/15/2020
27034,785,Alabama,6/16/2020
27941,790,Alabama,6/17/2020
28676,810,Alabama,6/18/2020
29225,822,Alabama,6/19/2020
29683,838,Alabama,6/20/2020
30122,839,Alabama,6/21/2020
30771,841,Alabama,6/22/2020
31889,864,Alabama,6/23/2020
32878,891,Alabama,6/24/2020
33880,896,Alabama,6/25/2020
34903,907,Alabama,6/26/2020
35083,919,Alabama,6/27/2020
36503,919,Alabama,6/28/2020
37589,929,Alabama,6/29/2020
38477,950,Alabama,6/30/2020
39647,972,Alabama,7/1/2020
41340,985,Alabama,7/2/2020
42255,1006,Alabama,7/3/2020
43216,1007,Alabama,7/4/2020
44022,1007,Alabama,7/5/2020
44932,1007,Alabama,7/6/2020
46348,1033,Alabama,7/7/2020
48149,1058,Alabama,7/8/2020
49695,1068,Alabama,7/9/2020
51329,1104,Alabama,7/10/2020
52802,1114,Alabama,7/11/2020
54781,1121,Alabama,7/12/2020
56168,1124,Alabama,7/13/2020
58284,1164,Alabama,7/14/2020
60194,1211,Alabama,7/15/2020
62128,1230,Alabama,7/16/2020
64152,1265,Alabama,7/17/2020
66181,1286,Alabama,7/18/2020
67733,1287,Alabama,7/19/2020
69236,1291,Alabama,7/20/2020
70600,1303,Alabama,7/21/2020
72594,1364,Alabama,7/22/2020
74685,1397,Alabama,7/23/2020
76795,1438,Alabama,7/24/2020
78188,1456,Alabama,7/25/2020
79948,1473,Alabama,7/26/2020
81256,1491,Alabama,7/27/2020
82698,1491,Alabama,7/28/2020
84652,1538,Alabama,7/29/2020
86664,1565,Alabama,7/30/2020
88266,1580,Alabama,7/31/2020
90299,1603,Alabama,8/1/2020
91458,1627,Alabama,8/2/2020
92502,1633,Alabama,8/3/2020
93457,1666,Alabama,8/4/2020
95323,1695,Alabama,8/5/2020
97044,1714,Alabama,8/6/2020
98895,1735,Alabama,8/7/2020
99854,1755,Alabama,8/8/2020
101466,1768,Alabama,8/9/2020
102391,1797,Alabama,8/10/2020
103485,1847,Alabama,8/11/2020
104219,1882,Alabama,8/12/2020
104976,1890,Alabama,8/13/2020
106096,1893,Alabama,8/14/2020
106926,1896,Alabama,8/15/2020
107667,1898,Alabama,8/16/2020
109092,1925,Alabama,8/17/2020
110415,1936,Alabama,8/18/2020
111696,1944,Alabama,8/19/2020
112737,1974,Alabama,8/20/2020
114212,1996,Alabama,8/21/2020
114809,2011,Alabama,8/22/2020
115485,2013,Alabama,8/23/2020
116045,2024,Alabama,8/24/2020
118190,2037,Alabama,8/25/2020
119904,2045,Alabama,8/26/2020
121041,2076,Alabama,8/27/2020
122879,2107,Alabama,8/28/2020
124155,2152,Alabama,8/29/2020
124944,2162,Alabama,8/30/2020
126500,2182,Alabama,8/31/2020
127234,2200,Alabama,9/1/2020
128240,2217,Alabama,9/2/2020
129225,2233,Alabama,9/3/2020
130373,2266,Alabama,9/4/2020
130914,2275,Alabama,9/5/2020
131690,2276,Alabama,9/6/2020
132221,2276,Alabama,9/7/2020
133005,2277,Alabama,9/8/2020
134061,2285,Alabama,9/9/2020
135138,2301,Alabama,9/10/2020
136107,2333,Alabama,9/11/2020
137166,2350,Alabama,9/12/2020
137861,2351,Alabama,9/13/2020
138619,2355,Alabama,9/14/2020
139660,2387,Alabama,9/15/2020
140423,2392,Alabama,9/16/2020
141454,2401,Alabama,9/17/2020
142768,2428,Alabama,9/18/2020
143578,2437,Alabama,9/19/2020
144325,2437,Alabama,9/20/2020
145202,2439,Alabama,9/21/2020
145859,2457,Alabama,9/22/2020
146897,2488,Alabama,9/23/2020
149263,2506,Alabama,9/24/2020
150239,2491,Alabama,9/25/2020
150965,2501,Alabama,9/26/2020
151604,2501,Alabama,9/27/2020
152350,2501,Alabama,9/28/2020
153584,2517,Alabama,9/29/2020
154772,2540,Alabama,9/30/2020
155727,2548,Alabama,10/1/2020
157402,2550,Alabama,10/2/2020
158181,2558,Alabama,10/3/2020
158717,2558,Alabama,10/4/2020
159476,2559,Alabama,10/5/2020
160485,2580,Alabama,10/6/2020
161085,2601,Alabama,10/7/2020
162683,2637,Alabama,10/8/2020
163897,2653,Alabama,10/9/2020
164698,2664,Alabama,10/10/2020
165414,2664,Alabama,10/11/2020
166514,2665,Alabama,10/12/2020
167396,2665,Alabama,10/13/2020
168620,2706,Alabama,10/14/2020
169845,2756,Alabama,10/15/2020
171157,2786,Alabama,10/16/2020
172137,2788,Alabama,10/17/2020
173002,2788,Alabama,10/18/2020
174078,2789,Alabama,10/19/2020
175210,2805,Alabama,10/20/2020
176605,2828,Alabama,10/21/2020
180437,2843,Alabama,10/22/2020
182567,2859,Alabama,10/23/2020
183831,2866,Alabama,10/24/2020
184723,2866,Alabama,10/25/2020
185938,2866,Alabama,10/26/2020
187267,2892,Alabama,10/27/2020
188775,2911,Alabama,10/28/2020
190113,2914,Alabama,10/29/2020
191932,2932,Alabama,10/30/2020
193613,2967,Alabama,10/31/2020
194458,2973,Alabama,11/1/2020
195692,2973,Alabama,11/2/2020
197504,2987,Alabama,11/3/2020
198927,3006,Alabama,11/4/2020
200528,3026,Alabama,11/5/2020
202131,3049,Alabama,11/6/2020
203518,3082,Alabama,11/7/2020
204665,3084,Alabama,11/8/2020
206523,3084,Alabama,11/9/2020
206562,3120,Alabama,11/10/2020
208637,3201,Alabama,11/11/2020
210637,3213,Alabama,11/12/2020
213617,3231,Alabama,11/13/2020
215843,3246,Alabama,11/14/2020
217822,3248,Alabama,11/15/2020
219232,3249,Alabama,11/16/2020
220848,3301,Alabama,11/17/2020
223486,3347,Alabama,11/18/2020
225910,3419,Alabama,11/19/2020
228373,3451,Alabama,11/20/2020
230708,3457,Alabama,11/21/2020
232506,3457,Alabama,11/22/2020
234080,3459,Alabama,11/23/2020
236865,3472,Alabama,11/24/2020
239318,3532,Alabama,11/25/2020
241957,3572,Alabama,11/26/2020
242874,3572,Alabama,11/27/2020
244993,3572,Alabama,11/28/2020
247229,3577,Alabama,11/29/2020
249524,3578,Alabama,11/30/2020
252900,3638,Alabama,12/1/2020
256828,3711,Alabama,12/2/2020
260359,3776,Alabama,12/3/2020
264199,3831,Alabama,12/4/2020
267589,3877,Alabama,12/5/2020
269877,3889,Alabama,12/6/2020
0,0,Alaska,1/22/2020
0,0,Alaska,1/23/2020
0,0,Alaska,1/24/2020
0,0,Alaska,1/25/2020
0,0,Alaska,1/26/2020
0,0,Alaska,1/27/2020
0,0,Alaska,1/28/2020
0,0,Alaska,1/29/2020
0,0,Alaska,1/30/2020
0,0,Alaska,1/31/2020
0,0,Alaska,2/1/2020
0,0,Alaska,2/2/2020
0,0,Alaska,2/3/2020
0,0,Alaska,2/4/2020
0,0,Alaska,2/5/2020
0,0,Alaska,2/6/2020
0,0,Alaska,2/7/2020
0,0,Alaska,2/8/2020
0,0,Alaska,2/9/2020
0,0,Alaska,2/10/2020
0,0,Alaska,2/11/2020
0,0,Alaska,2/12/2020
0,0,Alaska,2/13/2020
0,0,Alaska,2/14/2020
0,0,Alaska,2/15/2020
0,0,Alaska,2/16/2020
0,0,Alaska,2/17/2020
0,0,Alaska,2/18/2020
0,0,Alaska,2/19/2020
0,0,Alaska,2/20/2020
0,0,Alaska,2/21/2020
0,0,Alaska,2/22/2020
0,0,Alaska,2/23/2020
0,0,Alaska,2/24/2020
0,0,Alaska,2/25/2020
0,0,Alaska,2/26/2020
0,0,Alaska,2/27/2020
0,0,Alaska,2/28/2020
0,0,Alaska,2/29/2020
0,0,Alaska,3/1/2020
0,0,Alaska,3/2/2020
0,0,Alaska,3/3/2020
0,0,Alaska,3/4/2020
0,0,Alaska,3/5/2020
0,0,Alaska,3/6/2020
0,0,Alaska,3/7/2020
0,0,Alaska,3/8/2020
0,0,Alaska,3/9/2020
0,0,Alaska,3/10/2020
0,0,Alaska,3/11/2020
0,0,Alaska,3/12/2020
1,0,Alaska,3/13/2020
1,0,Alaska,3/14/2020
1,0,Alaska,3/15/2020
1,0,Alaska,3/16/2020
4,0,Alaska,3/17/2020
9,0,Alaska,3/18/2020
12,0,Alaska,3/19/2020
15,0,Alaska,3/20/2020
16,0,Alaska,3/21/2020
26,0,Alaska,3/22/2020
39,0,Alaska,3/23/2020
43,0,Alaska,3/24/2020
50,1,Alaska,3/25/2020
64,1,Alaska,3/26/2020
75,1,Alaska,3/27/2020
92,2,Alaska,3/28/2020
111,2,Alaska,3/29/2020
119,3,Alaska,3/30/2020
129,3,Alaska,3/31/2020
142,3,Alaska,4/1/2020
150,3,Alaska,4/2/2020
161,3,Alaska,4/3/2020
172,5,Alaska,4/4/2020
187,6,Alaska,4/5/2020
193,6,Alaska,4/6/2020
215,6,Alaska,4/7/2020
228,7,Alaska,4/8/2020
238,7,Alaska,4/9/2020
249,7,Alaska,4/10/2020
261,8,Alaska,4/11/2020
276,8,Alaska,4/12/2020
281,8,Alaska,4/13/2020
289,9,Alaska,4/14/2020
297,9,Alaska,4/15/2020
305,9,Alaska,4/16/2020
314,9,Alaska,4/17/2020
319,9,Alaska,4/18/2020
324,9,Alaska,4/19/2020
326,9,Alaska,4/20/2020
334,9,Alaska,4/21/2020
340,9,Alaska,4/22/2020
342,9,Alaska,4/23/2020
344,9,Alaska,4/24/2020
344,9,Alaska,4/25/2020
346,9,Alaska,4/26/2020
350,9,Alaska,4/27/2020
356,9,Alaska,4/28/2020
360,9,Alaska,4/29/2020
360,9,Alaska,4/30/2020
369,9,Alaska,5/1/2020
370,9,Alaska,5/2/2020
373,9,Alaska,5/3/2020
375,9,Alaska,5/4/2020
376,9,Alaska,5/5/2020
377,10,Alaska,5/6/2020
380,10,Alaska,5/7/2020
383,10,Alaska,5/8/2020
385,10,Alaska,5/9/2020
386,10,Alaska,5/10/2020
388,10,Alaska,5/11/2020
390,10,Alaska,5/12/2020
391,10,Alaska,5/13/2020
396,10,Alaska,5/14/2020
398,10,Alaska,5/15/2020
403,10,Alaska,5/16/2020
408,10,Alaska,5/17/2020
411,10,Alaska,5/18/2020
411,10,Alaska,5/19/2020
416,10,Alaska,5/20/2020
416,10,Alaska,5/21/2020
418,10,Alaska,5/22/2020
423,10,Alaska,5/23/2020
423,10,Alaska,5/24/2020
426,10,Alaska,5/25/2020
430,10,Alaska,5/26/2020
431,10,Alaska,5/27/2020
444,10,Alaska,5/28/2020
450,10,Alaska,5/29/2020
455,10,Alaska,5/30/2020
484,10,Alaska,5/31/2020
491,10,Alaska,6/1/2020
512,10,Alaska,6/2/2020
531,10,Alaska,6/3/2020
559,10,Alaska,6/4/2020
572,10,Alaska,6/5/2020
586,10,Alaska,6/6/2020
595,10,Alaska,6/7/2020
614,10,Alaska,6/8/2020
627,11,Alaska,6/9/2020
649,11,Alaska,6/10/2020
676,11,Alaska,6/11/2020
697,12,Alaska,6/12/2020
731,12,Alaska,6/13/2020
743,12,Alaska,6/14/2020
747,12,Alaska,6/15/2020
761,12,Alaska,6/16/2020
786,12,Alaska,6/17/2020
805,12,Alaska,6/18/2020
833,12,Alaska,6/19/2020
856,12,Alaska,6/20/2020
870,12,Alaska,6/21/2020
881,12,Alaska,6/22/2020
915,12,Alaska,6/23/2020
938,12,Alaska,6/24/2020
982,12,Alaska,6/25/2020
1011,14,Alaska,6/26/2020
1038,14,Alaska,6/27/2020
1070,14,Alaska,6/28/2020
1095,14,Alaska,6/29/2020
1142,14,Alaska,6/30/2020
1184,14,Alaska,7/1/2020
1234,14,Alaska,7/2/2020
1294,15,Alaska,7/3/2020
1349,16,Alaska,7/4/2020
1382,16,Alaska,7/5/2020
1410,16,Alaska,7/6/2020
1434,17,Alaska,7/7/2020
1485,17,Alaska,7/8/2020
1537,17,Alaska,7/9/2020
1591,17,Alaska,7/10/2020
1668,17,Alaska,7/11/2020
1784,17,Alaska,7/12/2020
1855,17,Alaska,7/13/2020
1915,17,Alaska,7/14/2020
1972,17,Alaska,7/15/2020
2050,17,Alaska,7/16/2020
2102,17,Alaska,7/17/2020
2179,18,Alaska,7/18/2020
2295,18,Alaska,7/19/2020
2435,18,Alaska,7/20/2020
2541,18,Alaska,7/21/2020
2648,19,Alaska,7/22/2020
2727,19,Alaska,7/23/2020
2793,19,Alaska,7/24/2020
2911,20,Alaska,7/25/2020
3144,20,Alaska,7/26/2020
3255,21,Alaska,7/27/2020
3390,22,Alaska,7/28/2020
3483,22,Alaska,7/29/2020
3605,23,Alaska,7/30/2020
3716,23,Alaska,7/31/2020
3866,24,Alaska,8/1/2020
4014,24,Alaska,8/2/2020
4092,25,Alaska,8/3/2020
4161,25,Alaska,8/4/2020
4220,25,Alaska,8/5/2020
4266,25,Alaska,8/6/2020
4334,25,Alaska,8/7/2020
4421,26,Alaska,8/8/2020
4521,26,Alaska,8/9/2020
4590,26,Alaska,8/10/2020
4645,26,Alaska,8/11/2020
4712,27,Alaska,8/12/2020
4813,27,Alaska,8/13/2020
4918,27,Alaska,8/14/2020
5003,28,Alaska,8/15/2020
5107,28,Alaska,8/16/2020
5157,28,Alaska,8/17/2020
5228,29,Alaska,8/18/2020
5305,29,Alaska,8/19/2020
5390,29,Alaska,8/20/2020
5462,30,Alaska,8/21/2020
5552,31,Alaska,8/22/2020
5619,32,Alaska,8/23/2020
5691,32,Alaska,8/24/2020
5727,36,Alaska,8/25/2020
5781,37,Alaska,8/26/2020
5870,37,Alaska,8/27/2020
5989,37,Alaska,8/28/2020
6086,37,Alaska,8/29/2020
6135,37,Alaska,8/30/2020
6173,37,Alaska,8/31/2020
6209,39,Alaska,9/1/2020
6276,39,Alaska,9/2/2020
6366,40,Alaska,9/3/2020
6492,40,Alaska,9/4/2020
6582,42,Alaska,9/5/2020
6679,42,Alaska,9/6/2020
6714,42,Alaska,9/7/2020
6748,42,Alaska,9/8/2020
6813,42,Alaska,9/9/2020
6928,42,Alaska,9/10/2020
7025,43,Alaska,9/11/2020
7129,44,Alaska,9/12/2020
7191,44,Alaska,9/13/2020
7268,44,Alaska,9/14/2020
7312,44,Alaska,9/15/2020
7364,44,Alaska,9/16/2020
7476,44,Alaska,9/17/2020
7587,45,Alaska,9/18/2020
7683,45,Alaska,9/19/2020
7791,45,Alaska,9/20/2020
7862,45,Alaska,9/21/2020
7922,45,Alaska,9/22/2020
7999,45,Alaska,9/23/2020
8142,46,Alaska,9/24/2020
8269,52,Alaska,9/25/2020
8388,52,Alaska,9/26/2020
8500,56,Alaska,9/27/2020
8617,56,Alaska,9/28/2020
8739,56,Alaska,9/29/2020
8845,56,Alaska,9/30/2020
8985,57,Alaska,10/1/2020
9129,57,Alaska,10/2/2020
9270,58,Alaska,10/3/2020
9413,58,Alaska,10/4/2020
9612,58,Alaska,10/5/2020
9763,58,Alaska,10/6/2020
9885,59,Alaska,10/7/2020
10025,60,Alaska,10/8/2020
10214,60,Alaska,10/9/2020
10447,60,Alaska,10/10/2020
10697,60,Alaska,10/11/2020
10893,60,Alaska,10/12/2020
11052,60,Alaska,10/13/2020
11220,64,Alaska,10/14/2020
11390,65,Alaska,10/15/2020
11614,66,Alaska,10/16/2020
11824,67,Alaska,10/17/2020
12038,67,Alaska,10/18/2020
12242,67,Alaska,10/19/2020
12475,67,Alaska,10/20/2020
12699,68,Alaska,10/21/2020
12936,68,Alaska,10/22/2020
13188,68,Alaska,10/23/2020
13545,68,Alaska,10/24/2020
14070,68,Alaska,10/25/2020
14417,68,Alaska,10/26/2020
14798,70,Alaska,10/27/2020
15155,71,Alaska,10/28/2020
15522,77,Alaska,10/29/2020
15908,81,Alaska,10/30/2020
16355,82,Alaska,10/31/2020
16705,83,Alaska,11/1/2020
17057,84,Alaska,11/2/2020
17448,84,Alaska,11/3/2020
17860,84,Alaska,11/4/2020
18174,84,Alaska,11/5/2020
18699,84,Alaska,11/6/2020
19306,84,Alaska,11/7/2020
19826,84,Alaska,11/8/2020
20300,84,Alaska,11/9/2020
20832,92,Alaska,11/10/2020
21331,96,Alaska,11/11/2020
21812,96,Alaska,11/12/2020
22405,97,Alaska,11/13/2020
23153,98,Alaska,11/14/2020
23814,98,Alaska,11/15/2020
24399,98,Alaska,11/16/2020
25041,100,Alaska,11/17/2020
25588,100,Alaska,11/18/2020
26081,101,Alaska,11/19/2020
26544,101,Alaska,11/20/2020
27224,102,Alaska,11/21/2020
27773,103,Alaska,11/22/2020
28273,103,Alaska,11/23/2020
28863,116,Alaska,11/24/2020
29543,116,Alaska,11/25/2020
30102,119,Alaska,11/26/2020
30776,119,Alaska,11/27/2020
31444,121,Alaska,11/28/2020
32065,121,Alaska,11/29/2020
32576,121,Alaska,11/30/2020
33115,122,Alaska,12/1/2020
33802,122,Alaska,12/2/2020
34563,130,Alaska,12/3/2020
35325,142,Alaska,12/4/2020
36271,143,Alaska,12/5/2020
37036,143,Alaska,12/6/2020
0,0,American Samoa,1/22/2020
0,0,American Samoa,1/23/2020
0,0,American Samoa,1/24/2020
0,0,American Samoa,1/25/2020
0,0,American Samoa,1/26/2020
0,0,American Samoa,1/27/2020
0,0,American Samoa,1/28/2020
0,0,American Samoa,1/29/2020
0,0,American Samoa,1/30/2020
0,0,American Samoa,1/31/2020
0,0,American Samoa,2/1/2020
0,0,American Samoa,2/2/2020
0,0,American Samoa,2/3/2020
0,0,American Samoa,2/4/2020
0,0,American Samoa,2/5/2020
0,0,American Samoa,2/6/2020
0,0,American Samoa,2/7/2020
0,0,American Samoa,2/8/2020
0,0,American Samoa,2/9/2020
0,0,American Samoa,2/10/2020
0,0,American Samoa,2/11/2020
0,0,American Samoa,2/12/2020
0,0,American Samoa,2/13/2020
0,0,American Samoa,2/14/2020
0,0,American Samoa,2/15/2020
0,0,American Samoa,2/16/2020
0,0,American Samoa,2/17/2020
0,0,American Samoa,2/18/2020
0,0,American Samoa,2/19/2020
0,0,American Samoa,2/20/2020
0,0,American Samoa,2/21/2020
0,0,American Samoa,2/22/2020
0,0,American Samoa,2/23/2020
0,0,American Samoa,2/24/2020
0,0,American Samoa,2/25/2020
0,0,American Samoa,2/26/2020
0,0,American Samoa,2/27/2020
0,0,American Samoa,2/28/2020
0,0,American Samoa,2/29/2020
0,0,American Samoa,3/1/2020
0,0,American Samoa,3/2/2020
0,0,American Samoa,3/3/2020
0,0,American Samoa,3/4/2020
0,0,American Samoa,3/5/2020
0,0,American Samoa,3/6/2020
0,0,American Samoa,3/7/2020
0,0,American Samoa,3/8/2020
0,0,American Samoa,3/9/2020
0,0,American Samoa,3/10/2020
0,0,American Samoa,3/11/2020
0,0,American Samoa,3/12/2020
0,0,American Samoa,3/13/2020
0,0,American Samoa,3/14/2020
0,0,American Samoa,3/15/2020
0,0,American Samoa,3/16/2020
0,0,American Samoa,3/17/2020
0,0,American Samoa,3/18/2020
0,0,American Samoa,3/19/2020
0,0,American Samoa,3/20/2020
0,0,American Samoa,3/21/2020
0,0,American Samoa,3/22/2020
0,0,American Samoa,3/23/2020
0,0,American Samoa,3/24/2020
0,0,American Samoa,3/25/2020
0,0,American Samoa,3/26/2020
0,0,American Samoa,3/27/2020
0,0,American Samoa,3/28/2020
0,0,American Samoa,3/29/2020
0,0,American Samoa,3/30/2020
0,0,American Samoa,3/31/2020
0,0,American Samoa,4/1/2020
0,0,American Samoa,4/2/2020
0,0,American Samoa,4/3/2020
0,0,American Samoa,4/4/2020
0,0,American Samoa,4/5/2020
0,0,American Samoa,4/6/2020
0,0,American Samoa,4/7/2020
0,0,American Samoa,4/8/2020
0,0,American Samoa,4/9/2020
0,0,American Samoa,4/10/2020
0,0,American Samoa,4/11/2020
0,0,American Samoa,4/12/2020
0,0,American Samoa,4/13/2020
0,0,American Samoa,4/14/2020
0,0,American Samoa,4/15/2020
0,0,American Samoa,4/16/2020
0,0,American Samoa,4/17/2020
0,0,American Samoa,4/18/2020
0,0,American Samoa,4/19/2020
0,0,American Samoa,4/20/2020
0,0,American Samoa,4/21/2020
0,0,American Samoa,4/22/2020
0,0,American Samoa,4/23/2020
0,0,American Samoa,4/24/2020
0,0,American Samoa,4/25/2020
0,0,American Samoa,4/26/2020
0,0,American Samoa,4/27/2020
0,0,American Samoa,4/28/2020
0,0,American Samoa,4/29/2020
0,0,American Samoa,4/30/2020
0,0,American Samoa,5/1/2020
0,0,American Samoa,5/2/2020
0,0,American Samoa,5/3/2020
0,0,American Samoa,5/4/2020
0,0,American Samoa,5/5/2020
0,0,American Samoa,5/6/2020
0,0,American Samoa,5/7/2020
0,0,American Samoa,5/8/2020
0,0,American Samoa,5/9/2020
0,0,American Samoa,5/10/2020
0,0,American Samoa,5/11/2020
0,0,American Samoa,5/12/2020
0,0,American Samoa,5/13/2020
0,0,American Samoa,5/14/2020
0,0,American Samoa,5/15/2020
0,0,American Samoa,5/16/2020
0,0,American Samoa,5/17/2020
0,0,American Samoa,5/18/2020
0,0,American Samoa,5/19/2020
0,0,American Samoa,5/20/2020
0,0,American Samoa,5/21/2020
0,0,American Samoa,5/22/2020
0,0,American Samoa,5/23/2020
0,0,American Samoa,5/24/2020
0,0,American Samoa,5/25/2020
0,0,American Samoa,5/26/2020
0,0,American Samoa,5/27/2020
0,0,American Samoa,5/28/2020
0,0,American Samoa,5/29/2020
0,0,American Samoa,5/30/2020
0,0,American Samoa,5/31/2020
0,0,American Samoa,6/1/2020
0,0,American Samoa,6/2/2020
0,0,American Samoa,6/3/2020
0,0,American Samoa,6/4/2020
0,0,American Samoa,6/5/2020
0,0,American Samoa,6/6/2020
0,0,American Samoa,6/7/2020
0,0,American Samoa,6/8/2020
0,0,American Samoa,6/9/2020
0,0,American Samoa,6/10/2020
0,0,American Samoa,6/11/2020
0,0,American Samoa,6/12/2020
0,0,American Samoa,6/13/2020
0,0,American Samoa,6/14/2020
0,0,American Samoa,6/15/2020
0,0,American Samoa,6/16/2020
0,0,American Samoa,6/17/2020
0,0,American Samoa,6/18/2020
0,0,American Samoa,6/19/2020
0,0,American Samoa,6/20/2020
0,0,American Samoa,6/21/2020
0,0,American Samoa,6/22/2020
0,0,American Samoa,6/23/2020
0,0,American Samoa,6/24/2020
0,0,American Samoa,6/25/2020
0,0,American Samoa,6/26/2020
0,0,American Samoa,6/27/2020
0,0,American Samoa,6/28/2020
0,0,American Samoa,6/29/2020
0,0,American Samoa,6/30/2020
0,0,American Samoa,7/1/2020
0,0,American Samoa,7/2/2020
0,0,American Samoa,7/3/2020
0,0,American Samoa,7/4/2020
0,0,American Samoa,7/5/2020
0,0,American Samoa,7/6/2020
0,0,American Samoa,7/7/2020
0,0,American Samoa,7/8/2020
0,0,American Samoa,7/9/2020
0,0,American Samoa,7/10/2020
0,0,American Samoa,7/11/2020
0,0,American Samoa,7/12/2020
0,0,American Samoa,7/13/2020
0,0,American Samoa,7/14/2020
0,0,American Samoa,7/15/2020
0,0,American Samoa,7/16/2020
0,0,American Samoa,7/17/2020
0,0,American Samoa,7/18/2020
0,0,American Samoa,7/19/2020
0,0,American Samoa,7/20/2020
0,0,American Samoa,7/21/2020
0,0,American Samoa,7/22/2020
0,0,American Samoa,7/23/2020
0,0,American Samoa,7/24/2020
0,0,American Samoa,7/25/2020
